Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,"ECONOMIC CLASS: (1,000 TO 2,499 $)  -  <b>VALUE</b>","ECONOMIC CLASS: (1,000 TO 2,499 $)  -  <b>CV (%)</b>","ECONOMIC CLASS: (1,000 TO 9,999 $)  -  <b>VALUE</b>","ECONOMIC CLASS: (1,000 TO 9,999 $)  -  <b>CV (%)</b>","ECONOMIC CLASS: (1,000,000 OR MORE $)  -  <b>VALUE</b>","ECONOMIC CLASS: (1,000,000 OR MORE $)  -  <b>CV (%)</b>","ECONOMIC CLASS: (1,000,000 TO 2,499,999 $)  -  <b>VALUE</b>","ECONOMIC CLASS: (1,000,000 TO 2,499,999 $)  -  <b>CV (%)</b>","ECONOMIC CLASS: (10,000 TO 24,999 $)  -  <b>VALUE</b>","ECONOMIC CLASS: (10,000 TO 24,999 $)  -  <b>CV (%)</b>","ECONOMIC CLASS: (10,000 TO 99,999 $)  -  <b>VALUE</b>","ECONOMIC CLASS: (10,000 TO 99,999 $)  -  <b>CV (%)</b>","ECONOMIC CLASS: (100,000 OR MORE $)  -  <b>VALUE</b>","ECONOMIC CLASS: (100,000 OR MORE $)  -  <b>CV (%)</b>","ECONOMIC CLASS: (100,000 TO 249,999 $)  -  <b>VALUE</b>","ECONOMIC CLASS: (100,000 TO 249,999 $)  -  <b>CV (%)</b>","ECONOMIC CLASS: (2,500 TO 4,999 $)  -  <b>VALUE</b>","ECONOMIC CLASS: (2,500 TO 4,999 $)  -  <b>CV (%)</b>","ECONOMIC CLASS: (25,000 TO 49,999 $)  -  <b>VALUE</b>","ECONOMIC CLASS: (25,000 TO 49,999 $)  -  <b>CV (%)</b>","ECONOMIC CLASS: (250,000 OR MORE $)  -  <b>VALUE</b>","ECONOMIC CLASS: (250,000 OR MORE $)  -  <b>CV (%)</b>","ECONOMIC CLASS: (250,000 TO 499,999 $)  -  <b>VALUE</b>","ECONOMIC CLASS: (250,000 TO 499,999 $)  -  <b>CV (%)</b>","ECONOMIC CLASS: (5,000 TO 9,999 $)  -  <b>VALUE</b>","ECONOMIC CLASS: (5,000 TO 9,999 $)  -  <b>CV (%)</b>","ECONOMIC CLASS: (50,000 TO 99,999 $)  -  <b>VALUE</b>","ECONOMIC CLASS: (50,000 TO 99,999 $)  -  <b>CV (%)</b>","ECONOMIC CLASS: (500,000 OR MORE $)  -  <b>VALUE</b>","ECONOMIC CLASS: (500,000 OR MORE $)  -  <b>CV (%)</b>","ECONOMIC CLASS: (500,000 TO 999,999 $)  -  <b>VALUE</b>","ECONOMIC CLASS: (500,000 TO 999,999 $)  -  <b>CV (%)</b>",NOT SPECIFIED  -  <b>VALUE</b>,NOT SPECIFIED  -  <b>CV (%)</b>
SURVEY,1952,FIRST OF JUN,,STATE,NEW HAMPSHIRE,33,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,700,000",
SURVEY,1952,FIRST OF JUN,,STATE,NEW HAMPSHIRE,33,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,200",
SURVEY,1952,FIRST OF JUN,,STATE,NEW JERSEY,34,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,720,000",
SURVEY,1952,FIRST OF JUN,,STATE,NEW JERSEY,34,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25,000",
SURVEY,1952,FIRST OF JUN,,STATE,NEW MEXICO,35,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"51,500,000",
SURVEY,1952,FIRST OF JUN,,STATE,NEW MEXICO,35,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"24,100",
SURVEY,1952,FIRST OF JUN,,STATE,NEW YORK,36,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16,400,000",
SURVEY,1952,FIRST OF JUN,,STATE,NEW YORK,36,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"121,000",
SURVEY,1952,FIRST OF JUN,,STATE,NORTH CAROLINA,37,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19,400,000",
SURVEY,1952,FIRST OF JUN,,STATE,NORTH CAROLINA,37,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"281,000",
SURVEY,1952,FIRST OF JUN,,STATE,NORTH DAKOTA,38,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"42,700,000",
SURVEY,1952,FIRST OF JUN,,STATE,NORTH DAKOTA,38,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"64,600",
SURVEY,1952,FIRST OF JUN,,STATE,OHIO,39,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21,000,000",
SURVEY,1952,FIRST OF JUN,,STATE,OHIO,39,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"192,000",
SURVEY,1952,FIRST OF JUN,,STATE,OKLAHOMA,40,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"37,600,000",
SURVEY,1952,FIRST OF JUN,,STATE,OKLAHOMA,40,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"134,000",
SURVEY,1952,FIRST OF JUN,,STATE,OREGON,41,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21,200,000",
SURVEY,1952,FIRST OF JUN,,STATE,OREGON,41,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"57,000",
SURVEY,1952,FIRST OF JUN,,STATE,PENNSYLVANIA,42,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,200,000",
SURVEY,1952,FIRST OF JUN,,STATE,PENNSYLVANIA,42,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"142,000",
SURVEY,1952,FIRST OF JUN,,STATE,RHODE ISLAND,44,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"210,000",
SURVEY,1952,FIRST OF JUN,,STATE,RHODE ISLAND,44,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,800",
SURVEY,1952,FIRST OF JUN,,STATE,SOUTH CAROLINA,45,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,800,000",
SURVEY,1952,FIRST OF JUN,,STATE,SOUTH CAROLINA,45,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"133,000",
SURVEY,1952,FIRST OF JUN,,STATE,SOUTH DAKOTA,46,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"45,200,000",
SURVEY,1952,FIRST OF JUN,,STATE,SOUTH DAKOTA,46,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"65,500",
SURVEY,1952,FIRST OF JUN,,STATE,TENNESSEE,47,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18,800,000",
SURVEY,1952,FIRST OF JUN,,STATE,TENNESSEE,47,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"221,000",
SURVEY,1952,FIRST OF JUN,,STATE,TEXAS,48,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"152,000,000",
SURVEY,1952,FIRST OF JUN,,STATE,TEXAS,48,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"318,000",
SURVEY,1952,FIRST OF JUN,,STATE,UTAH,49,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12,700,000",
SURVEY,1952,FIRST OF JUN,,STATE,UTAH,49,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"24,900",
SURVEY,1952,FIRST OF JUN,,STATE,VERMONT,50,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,670,000",
SURVEY,1952,FIRST OF JUN,,STATE,VERMONT,50,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19,400",
SURVEY,1952,FIRST OF JUN,,STATE,VIRGINIA,51,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,900,000",
SURVEY,1952,FIRST OF JUN,,STATE,VIRGINIA,51,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"148,000",
SURVEY,1952,FIRST OF JUN,,STATE,WASHINGTON,53,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18,000,000",
SURVEY,1952,FIRST OF JUN,,STATE,WASHINGTON,53,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"67,200",
SURVEY,1952,FIRST OF JUN,,STATE,WEST VIRGINIA,54,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,300,000",
SURVEY,1952,FIRST OF JUN,,STATE,WEST VIRGINIA,54,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"75,800",
SURVEY,1952,FIRST OF JUN,,STATE,WISCONSIN,55,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23,500,000",
SURVEY,1952,FIRST OF JUN,,STATE,WISCONSIN,55,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"165,000",
SURVEY,1952,FIRST OF JUN,,STATE,WYOMING,56,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"36,400,000",
SURVEY,1952,FIRST OF JUN,,STATE,WYOMING,56,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12,700",
SURVEY,1951,FIRST OF JUN,,NATIONAL,US TOTAL,,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,203,500,000",
SURVEY,1951,FIRST OF JUN,,NATIONAL,US TOTAL,,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,427,600",
SURVEY,1951,FIRST OF JUN,,STATE,ALABAMA,1,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21,600,000",
SURVEY,1951,FIRST OF JUN,,STATE,ALABAMA,1,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"206,000",
SURVEY,1951,FIRST OF JUN,,STATE,ARIZONA,4,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"42,800,000",
SURVEY,1951,FIRST OF JUN,,STATE,ARIZONA,4,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,000",
SURVEY,1951,FIRST OF JUN,,STATE,ARKANSAS,5,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19,100,000",
SURVEY,1951,FIRST OF JUN,,STATE,ARKANSAS,5,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"175,000",
SURVEY,1951,FIRST OF JUN,,STATE,CALIFORNIA,6,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"37,800,000",
SURVEY,1951,FIRST OF JUN,,STATE,CALIFORNIA,6,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"140,000",
SURVEY,1951,FIRST OF JUN,,STATE,COLORADO,8,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"39,500,000",
SURVEY,1951,FIRST OF JUN,,STATE,COLORADO,8,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"46,000",
SURVEY,1951,FIRST OF JUN,,STATE,CONNECTICUT,9,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,520,000",
SURVEY,1951,FIRST OF JUN,,STATE,CONNECTICUT,9,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18,400",
SURVEY,1951,FIRST OF JUN,,STATE,DELAWARE,10,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"890,000",
SURVEY,1951,FIRST OF JUN,,STATE,DELAWARE,10,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,800",
SURVEY,1951,FIRST OF JUN,,STATE,FLORIDA,12,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18,000,000",
SURVEY,1951,FIRST OF JUN,,STATE,FLORIDA,12,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"61,500",
SURVEY,1951,FIRST OF JUN,,STATE,GEORGIA,13,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25,800,000",
SURVEY,1951,FIRST OF JUN,,STATE,GEORGIA,13,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"196,000",
SURVEY,1951,FIRST OF JUN,,STATE,IDAHO,16,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,200,000",
SURVEY,1951,FIRST OF JUN,,STATE,IDAHO,16,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"41,200",
SURVEY,1951,FIRST OF JUN,,STATE,ILLINOIS,17,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"31,600,000",
SURVEY,1951,FIRST OF JUN,,STATE,ILLINOIS,17,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"198,000",
SURVEY,1951,FIRST OF JUN,,STATE,INDIANA,18,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20,000,000",
SURVEY,1951,FIRST OF JUN,,STATE,INDIANA,18,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"168,000",
SURVEY,1951,FIRST OF JUN,,STATE,IOWA,19,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"34,900,000",
SURVEY,1951,FIRST OF JUN,,STATE,IOWA,19,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"205,000",
SURVEY,1951,FIRST OF JUN,,STATE,KANSAS,20,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"50,500,000",
SURVEY,1951,FIRST OF JUN,,STATE,KANSAS,20,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"132,000",
SURVEY,1951,FIRST OF JUN,,STATE,KENTUCKY,21,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19,700,000",
SURVEY,1951,FIRST OF JUN,,STATE,KENTUCKY,21,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"220,000",
SURVEY,1951,FIRST OF JUN,,STATE,LOUISIANA,22,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,700,000",
SURVEY,1951,FIRST OF JUN,,STATE,LOUISIANA,22,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"125,000",
SURVEY,1951,FIRST OF JUN,,STATE,MAINE,23,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,400,000",
SURVEY,1951,FIRST OF JUN,,STATE,MAINE,23,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"32,600",
SURVEY,1951,FIRST OF JUN,,STATE,MARYLAND,24,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,200,000",
SURVEY,1951,FIRST OF JUN,,STATE,MARYLAND,24,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"37,500",
SURVEY,1951,FIRST OF JUN,,STATE,MASSACHUSETTS,25,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,780,000",
SURVEY,1951,FIRST OF JUN,,STATE,MASSACHUSETTS,25,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26,200",
SURVEY,1951,FIRST OF JUN,,STATE,MICHIGAN,26,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17,700,000",
SURVEY,1951,FIRST OF JUN,,STATE,MICHIGAN,26,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"156,000",
SURVEY,1951,FIRST OF JUN,,STATE,MINNESOTA,27,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"33,300,000",
SURVEY,1951,FIRST OF JUN,,STATE,MINNESOTA,27,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"180,000",
SURVEY,1951,FIRST OF JUN,,STATE,MISSISSIPPI,28,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21,500,000",
SURVEY,1951,FIRST OF JUN,,STATE,MISSISSIPPI,28,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"250,000",
SURVEY,1951,FIRST OF JUN,,STATE,MISSOURI,29,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"35,800,000",
SURVEY,1951,FIRST OF JUN,,STATE,MISSOURI,29,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"238,000",
SURVEY,1951,FIRST OF JUN,,STATE,MONTANA,30,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"65,200,000",
SURVEY,1951,FIRST OF JUN,,STATE,MONTANA,30,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"36,800",
SURVEY,1951,FIRST OF JUN,,STATE,NEBRASKA,31,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"48,400,000",
SURVEY,1951,FIRST OF JUN,,STATE,NEBRASKA,31,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"107,000",
SURVEY,1951,FIRST OF JUN,,STATE,NEVADA,32,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,700,000",
SURVEY,1951,FIRST OF JUN,,STATE,NEVADA,32,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,200",
SURVEY,1951,FIRST OF JUN,,STATE,NEW HAMPSHIRE,33,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,800,000",
SURVEY,1951,FIRST OF JUN,,STATE,NEW HAMPSHIRE,33,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,500",
SURVEY,1951,FIRST OF JUN,,STATE,NEW JERSEY,34,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,740,000",
SURVEY,1951,FIRST OF JUN,,STATE,NEW JERSEY,34,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26,000",
